returnCode="0" returnMessage="Query Succeed" rowCount="9288" colCount="79" requestParams="admincodes=360100&datacode=SURF_CHN_MUL_MON&timerange=[19610101000000,20191231010000]&elements=Station_Name,Station_Id_d,Lat,Lon,Alti,Year,Mon,TEM_Avg,TEM_Max_Avg,TEM_Min_Avg,TEM_Max,TEM_Max_Days,TEM_Min,TEM_Min_Days,TEM_Avg_Dev,TEM_Max_Dev,TEM_Max_A30C_Days,TEM_Max_A35C_Days,TEM_Max_A40C_Days,TEM_Min_B2C_Days,TEM_Min_B0C_Days,TEM_Min_Bn2C_Days,WIN_S_2mi_Avg,WIN_S_Max,Days_WIN_S_Max,WIN_S_A5ms_Days,WIN_NNE_Freq,WIN_NE_Freq,WIN_ENE_Freq,WIN_E_Freq,WIN_ESE_Freq,WIN_SE_Freq,WIN_SSE_Freq,WIN_S_Freq,WIN_SSW_Freq,WIN_SW_Freq,WIN_WSW_Freq,WIN_W_Freq,WIN_WNW_Freq,WIN_NW_Freq,WIN_NNW_Freq,WIN_N_Freq,WIN_C_Freq,WIN_D_Max_C,WIN_D_Max_Freq,WIN_D_SMax_C,WIN_D_SMax_Freq,WIN_S_Avg_NNE,WIN_S_Avg_NE,WIN_S_Avg_ENE,WIN_S_Avg_E,WIN_S_Avg_ESE,WIN_S_Avg_SE,WIN_S_Avg_SSE,WIN_S_Avg_S,WIN_S_Avg_SSW,WIN_S_Avg_SW,WIN_S_Avg_WSW,WIN_S_Avg__W,WIN_S_Avg_WNW,WIN_S_Avg_NW,WIN_S_Avg_NNW,WIN_S_Avg__N,WIN_S_Max_NNE,WIN_S_Max_NE,WIN_S_Max_ENE,WIN_S_Max_E,WIN_S_Max_ESE,WIN_S_Max_SE,WIN_S_Max_SSE,WIN_S_Max_S,WIN_S_Max_SSW,WIN_S_Max_SW,WIN_S_Max_WSW,WIN_S_Max_W,WIN_S_Max_WNW,WIN_S_Max_NW,WIN_S_Max_NNW,WIN_S_Max_N" requestTime="2020-08-24 08:29:02" responseTime="2020-08-24 08:29:57" takeTime="55.067"

Station_Name Station_Id_d Lat Lon Alti Year Mon TEM_Avg TEM_Max_Avg TEM_Min_Avg TEM_Max TEM_Max_Days TEM_Min TEM_Min_Days TEM_Avg_Dev TEM_Max_Dev TEM_Max_A30C_Days TEM_Max_A35C_Days TEM_Max_A40C_Days TEM_Min_B2C_Days TEM_Min_B0C_Days TEM_Min_Bn2C_Days WIN_S_2mi_Avg WIN_S_Max Days_WIN_S_Max WIN_S_A5ms_Days WIN_NNE_Freq WIN_NE_Freq WIN_ENE_Freq WIN_E_Freq WIN_ESE_Freq WIN_SE_Freq WIN_SSE_Freq WIN_S_Freq WIN_SSW_Freq WIN_SW_Freq WIN_WSW_Freq WIN_W_Freq WIN_WNW_Freq WIN_NW_Freq WIN_NNW_Freq WIN_N_Freq WIN_C_Freq WIN_D_Max_C WIN_D_Max_Freq WIN_D_SMax_C WIN_D_SMax_Freq WIN_S_Avg_NNE WIN_S_Avg_NE WIN_S_Avg_ENE WIN_S_Avg_E WIN_S_Avg_ESE WIN_S_Avg_SE WIN_S_Avg_SSE WIN_S_Avg_S WIN_S_Avg_SSW WIN_S_Avg_SW WIN_S_Avg_WSW WIN_S_Avg__W WIN_S_Avg_WNW WIN_S_Avg_NW WIN_S_Avg_NNW WIN_S_Avg__N WIN_S_Max_NNE WIN_S_Max_NE WIN_S_Max_ENE WIN_S_Max_E WIN_S_Max_ESE WIN_S_Max_SE WIN_S_Max_SSE WIN_S_Max_S WIN_S_Max_SSW WIN_S_Max_SW WIN_S_Max_WSW WIN_S_Max_W WIN_S_Max_WNW WIN_S_Max_NW WIN_S_Max_NNW WIN_S_Max_N
南昌县 58607 28.5167 115.95 25 1961 10 19.6 24.2 16 33.1 999999 11.3 999999 8.2 13.7 3 0 0 0 0 0 4.7 999999 999999 999999 30 13 1 999998 999998 1 999998 999998 999998 999998 1 999998 999998 999998 1 46 6 999001 46 999998 999998 5.9 4.3 5 0 0 1 0 0 0 0 4 0 0 0 1 4.8 10 7 5 0 0 1 0 0 0 0 4 0 0 0 1 10

进贤 58614 28.3833 116.2333 46.2 1961 11 14.8 18.5 11.6 25.8 999999 2.8 999999 6.9 15.4 0 0 0 0 0 0 3.2 999999 999999 999999 14 6 1 1 1 3 2 1 2 1 999998 999998 1 3 16 38 9 999001 38 999998 999998 4 3 1 1 3 2.3 2 1 2.5 1 0 0 3 4 4.4 3.5 6 4 1 1 3 3 3 1 3 1 0 0 3 7 10 8

新建 58693 28.7333 115.8833 27.9 1961 11 14.7 18.4 11.9 25.6 999999 2.6 999999 6.5 14.2 0 0 0 0 0 0 3.9 999999 999999 999999 38 11 7 2 999998 1 1 999998 999998 1 2 1 999998 999998 7 20 9 999002 38 999998 999998 4.6 4 2.3 3.5 0 2 2 0 0 3 4 2 0 0 4.2 5.3 9 8 4 4 0 2 2 0 0 3 6 2 0 0 9 9

安义 58602 28.8333 115.5333 34.5 1961 11 14.3 18.5 10.9 25.1 999999 1 999999 7.6 18 0 0 0 1 0 0 2.4 999999 999999 999999 11 18 24 16 2 999998 999998 999998 1 4 999998 999998 999998 1 999998 4 18 999004 24 999998 999998 2.9 3.4 2.8 3.2 3.5 0 0 0 4 1.8 0 0 0 3 0 2 6 7 5 6 4 0 0 0 4 3 0 0 0 3 0 3

南昌 58606 28.6667 115.9667 46.7 1961 11 14.6 17.9 12.3 25.6 999999 4.3 999999 5.6 14 0 0 0 0 0 0 3.6 9.8 999999 18 34 8 3 1 1 1 999998 3 2 1 2 999998 999998 2 2 28 15 999002 34 999998 999998 4.2 3.1 2 1 2 2 0 1.3 2 4 3 0 0 4 2 5.4 8 5 2 1 2 2 0 2 3 4 5 0 0 6 3 10

南昌县 58607 28.5167 115.95 25 1961 11 14.5 18.3 11.5 25.7 999999 2.8 999999 6.8 15.1 0 0 0 0 0 0 4 999999 999999 999999 43 3 6 1 2 999998 999998 999998 999998 1 1 1 1 999998 2 27 11 999002 43 999998 999998 5.1 2.3 5.4 1 1 0 0 0 0 3 3 3 1 0 4 4.3 11 4 7 1 1 0 0 0 0 3 3 3 1 0 4 10

进贤 58614 28.3833 116.2333 46.2 1961 12 8.3 12.2 4.6 21.6 999999 -0.7 999999 7.6 15.3 0 0 0 7 3 0 3 999999 999999 999999 9 4 1 3 1 1 1 2 999998 1 999998 3 999998 2 27 33 11 999001 33 999998 999998 3.4 2.3 1 1.7 1 2 1 1.5 0 2 0 2 0 1.5 3.5 4.2 8 4 1 3 1 2 1 2 0 2 0 3 0 2 8 8

新建 58693 28.7333 115.8833 27.9 1961 12 8.1 12.3 5.1 19.5 999999 -1 999999 7.2 14.3 0 0 0 6 2 0 4 999999 999999 999999 35 8 8 4 2 1 1 999998 2 999998 999998 999998 999998 999998 3 18 17 999002 35 999998 999998 6.3 3 2.6 2 1.5 2 2 0 3 0 0 0 0 0 2.3 5.8 12 6 4 3 2 2 2 0 4 0 0 0 0 0 4 12

安义 58602 28.8333 115.5333 34.5 1961 12 8 12.7 4.6 21.1 999999 -2.1 999999 8.1 16.8 0 0 0 7 2 1 2.6 999999 999999 999999 5 12 29 10 3 999998 1 1 1 2 999998 999998 2 999998 1 6 26 999004 29 999998 999998 3 3.9 4.3 4.7 1.7 0 1 2 3 1 0 0 1 0 1 1.5 7 7 9 7 2 0 1 2 3 1 0 0 1 0 1 2

南昌 58606 28.6667 115.9667 46.7 1961 12 8.2 11.7 5.7 19.6 999999 -0.1 999999 6 12.9 0 0 0 4 1 0 3.8 13 999999 19 31 5 1 2 999998 1 999998 2 3 999998 2 1 1 1 3 27 21 999002 31 999998 999998 5.2 2.3 1 1.7 0 1 0 1.5 1.8 0 1.5 1 2 2 3.5 6.3 10 5 1 3 0 1 0 2 3 0 2 1 2 2 8 14

南昌县 58607 28.5167 115.95 25 1961 12 7.9 12 4.9 20.2 999999 -0.9 999999 7.1 15.1 0 0 0 6 2 0 4.5 999999 999999 999999 43 17 1 2 1 999998 999998 999998 999998 999998 3 2 999998 2 2 18 8 999002 43 999998 999998 6.6 3.1 4 1 2 0 0 0 0 0 2.3 2 0 1.5 2 4.8 12 7 4 1 2 0 0 0 0 0 3 3 0 2 2 12

安义 58602 28.8333 115.5333 34.5 1962 1 4 9.8 -0.6 14.2 999999 -6.1 999999 10.4 17.9 0 0 0 22 18 15 2.6 999999 999999 999999 10 9 22 10 4 1 1 2 1 4 1 2 999998 1 3 15 14 999004 22 999998 999998 4 2.9 4.1 3.2 3 1 1 1 1 1.5 2 1 0 1 2 2.4 8 4 9 5 4 1 1 1 1 3 2 1 0 1 2 5

南昌 58606 28.6667 115.9667 46.7 1962 1 4.3 8.6 1.5 12.5 999999 -3.8 999999 7.1 12.8 0 0 0 23 11 1 3.3 11 999999 18 20 12 6 2 1 999998 999998 2 2 1 3 2 999998 2 2 26 18 999001 26 999998 999998 4.7 2.7 2.1 1 1 0 0 2.3 1 3 2.3 1.3 0 2 4.7 5.7 10 6 3 1 1 0 0 3 1 3 3 2 0 2 6 10

南昌县 58607 28.5167 115.95 25 1962 1 4 8.9 0.3 13.3 999999 -4.6 999999 8.6 15.9 0 0 0 24 18 6 3.7 999999 999999 999999 32 8 4 999998 999998 2 1 1 999998 999998 6 5 999998 5 1 20 13 999002 32 999998 999998 5.5 3 5.3 0 0 1 1 2 0 0 2 1.8 0 2 1 5.3 12 5 8 0 0 1 1 2 0 0 3 3 0 3 1 10

进贤 58614 28.3833 116.2333 46.2 1962 1 4 8.3 -0.2 13.6 999999 -5.1 999999 8.5 15.1 0 0 0 23 21 11 2.7 999999 999999 999999 13 4 2 999998 3 1 1 1 2 1 3 3 999998 6 24 27 8 999001 27 999998 999998 3.5 2.3 1 0 1 1 2 1 1.5 2 1.3 1.7 0 3 3.5 3.2 7 3 1 0 1 1 2 1 2 2 2 2 0 4 8 6

新建 58693 28.7333 115.8833 27.9 1962 1 4.5 9.4 0.9 13.8 999999 -5 999999 8.5 14.1 0 0 0 23 13 5 3.7 999999 999999 999999 32 8 2 8 999998 2 2 1 1 4 999998 1 999998 2 2 22 13 999002 32 999998 999998 5.4 3.3 3.5 2.9 0 2 1.5 2 2 2.3 0 3 0 1 5.5 5 10 5 4 5 0 3 2 2 2 3 0 3 0 1 7 10

安义 58602 28.8333 115.5333 34.5 1962 2 8.5 15.8 2.8 28.6 999999 -4.3 999999 13 21 0 0 0 15 9 4 2.6 999999 999999 999999 6 11 15 8 2 2 2 2 6 4 1 2 999998 999998 4 8 25 999017 25 999004 15 4 4.3 4.3 2.6 3.5 3 1.5 2 5.4 3 3 1.5 0 0 2.3 2.3 6 9 8 4 6 4 2 2 9 4 3 2 0 0 5 3

南昌 58606 28.6667 115.9667 46.7 1962 2 9.6 15.4 5.1 28.6 999999 -1.8 999999 10.3 17.6 0 0 0 11 1 0 3.8 13.3 999999 15 29 9 2 3 2 2 1 3 4 6 5 999998 1 999998 3 18 13 999002 29 999998 999998 4.7 3 2 1.7 1 2 4 1.7 2.2 4 4 0 2 0 1.7 7.4 12 9 3 3 1 2 4 3 3 10 8 0 2 0 3 12

南昌县 58607 28.5167 115.95 25 1962 2 8.9 15.6 4 28.6 999999 -2.6 999999 11.6 18.2 0 0 0 12 4 1 4.2 999999 999999 999999 31 6 4 1 2 1 999998 2 2 5 5 5 1 1 1 19 13 999002 31 999998 999998 6.4 3.8 1.7 1 1.5 1 0 1 1 4.3 4 1.8 2 1 2 6.8 12 7 3 1 2 1 0 1 1 6 6 3 2 1 2 14

进贤 58614 28.3833 116.2333 46.2 1962 2 9.3 16.2 3.9 29.1 999999 -2.6 999999 12.3 20.8 0 0 0 13 6 1 2.9 999999 999999 999999 12 2 4 2 2 5 6 6 4 999998 4 2 1 1 21 15 12 999016 21 999998 999998 2.9 2 2 1.5 1 2.3 3.6 2.6 2.3 0 3.3 4 1 1 4.8 3.7 7 3 3 2 1 3 6 6 5 0 8 5 1 1 8 8

新建 58693 28.7333 115.8833 27.9 1962 2 9.4 15.8 4.5 28.8 999999 -2.5 999999 11.3 17.6 0 0 0 12 4 1 4 999999 999999 999999 24 13 999998 5 1 999998 999998 5 2 6 7 2 999998 4 1 18 12 999002 24 999998 999998 6.1 2.5 0 2 3 0 0 3.5 3 4.4 3.5 1.5 0 1.3 1 7.1 17 6 0 3 3 0 0 5 4 8 7 2 0 2 1 12

安义 58602 28.8333 115.5333 34.5 1962 3 10.7 16.8 5.3 24.3 999999 -1.5 999999 11.5 18.6 0 0 0 8 2 0 2 999999 999999 999999 6 5 12 2 1 3 2 4 3 5 5 2 2 1 2 9 33 999017 33 999004 12 3.5 5.6 4.1 2.5 2 1.7 2.5 2.3 2 2.8 3.2 1 1 2 2.5 2.8 5 7 7 4 2 3 4 3 3 4 5 1 1 2 3 4

南昌 58606 28.6667 115.9667 46.7 1962 3 11.1 15.9 7.1 23.5 999999 0.9 999999 8.8 14.9 0 0 0 3 0 0 2.9 14.5 999999 13 19 9 4 1 3 2 999998 6 13 6 2 1 999998 2 1 9 24 999017 24 999002 19 6.5 3 2.6 2 1.5 3.7 0 1.6 1.9 2.1 2 2 0 2.5 1 6.4 12 5 4 2 2 7 0 3 4 3 3 2 0 3 1 14

南昌县 58607 28.5167 115.95 25 1962 3 10.8 16.2 6.5 24.3 999999 0.1 999999 9.7 16.7 0 0 0 3 0 0 3 999999 999999 999999 25 9 999998 999998 3 2 4 4 3 5 3 5 1 999998 2 10 23 999002 25 999998 999998 7.2 2.4 0 0 1.3 2 2 1.3 3 2 3 1.8 1 0 3.5 3.3 17 7 0 0 2 3 3 2 3 4 4 3 1 0 4 7

进贤 58614 28.3833 116.2333 46.2 1962 3 11 16.2 6.1 25.3 999999 -0.4 999999 10.1 17.2 0 0 0 3 1 0 2.7 999999 999999 999999 17 6 2 5 1 2 10 9 1 1 3 3 999998 2 14 11 12 999002 17 999998 999998 4.2 2.3 1.5 2.2 1 2 2.8 2.4 3 2 1 2.7 0 1 3.8 3.6 9 3 2 3 1 2 6 8 3 2 1 4 0 1 10 9

新建 58693 28.7333 115.8833 27.9 1962 3 11.1 16.5 6.5 24 999999 0.7 999999 10 15.2 0 0 0 4 0 0 3.1 999999 999999 999999 12 10 2 3 3 6 6 9 1 8 2 2 999998 1 2 15 17 999017 17 999001 15 6.7 2.9 2.5 2.7 1.7 1.8 2.8 2 3 2.3 1.5 2 0 1 2 7.1 12 6 3 4 2 3 4 5 3 4 2 2 0 1 2 14

安义 58602 28.8333 115.5333 34.5 1962 4 15.9 20.3 11.8 29.2 999999 3.3 999999 8.5 16.5 0 0 0 0 0 0 2.5 999999 999999 999999 8 24 4 10 3 999998 999998 1 8 4 999998 2 1 1 999998 4 28 999017 28 999003 24 5 4 2.5 3.3 2 0 0 3 2.7 2.3 0 1.5 1 1 0 4.3 9 8 4 6 3 0 0 3 5 5 0 2 1 1 0 8

南昌 58606 28.6667 115.9667 46.7 1962 4 16 20 13.1 28.3 999999 4.1 999999 6.9 12.4 0 0 0 0 0 0 3.3 16.8 999999 19 23 10 3 3 1 999998 2 1 12 1 2 999998 2 999998 3 17 22 999002 23 999998 999998 5.4 4 2.3 1.7 5 0 1 2 2.4 4 6 0 2 0 4.5 5.1 16 9 3 2 5 0 1 2 4 4 8 0 3 0 8 9

南昌县 58607 28.5167 115.95 25 1962 4 16.1 20.2 12.6 28.9 999999 3.6 999999 7.6 14.4 0 0 0 0 0 0 3.7 999999 999999 999999 26 9 2 2 1 1 999998 3 7 1 3 999998 999998 2 2 22 18 999002 26 999998 999998 6.5 3.8 1.5 2 2 1 0 2 3.2 1 2.3 0 0 1 5 5.1 17 7 2 2 2 1 0 3 6 1 3 0 0 1 6 9

进贤 58614 28.3833 116.2333 46.2 1962 4 16.4 20.5 13 30.1 999999 4.1 999999 7.5 13.9 1 0 0 0 0 0 3.2 999999 999999 999999 9 10 2 3 1 4 9 4 999998 2 999998 3 3 999998 12 20 16 999001 20 999998 999998 6.6 3 2 2.7 1 2.3 3.1 2.8 0 4 0 3.7 1.3 0 3.2 5.2 12 5 3 4 1 3 5 4 0 5 0 5 2 0 7 12

新建 58693 28.7333 115.8833 27.9 1962 4 16.1 20.3 12.4 28.3 999999 3.5 999999 7.9 13.5 0 0 0 0 0 0 3.6 999999 999999 999999 28 10 4 3 1 7 6 4 1 6 999998 999998 999998 999998 1 16 13 999002 28 999998 999998 5 3 4 3.3 1 1.2 2.8 2.3 5 2.8 0 0 0 0 5 6.7 14 5 5 4 1 2 4 3 5 4 0 0 0 0 5 10
